%_Annual_J-D__________________ L-OTI(^S^o^N^C) Change 1957-2017                  
%   i   j     lon     lat    array(i,j)
 128  44   75.00   -3.00        1.0396
 129  44   77.00   -3.00        1.0403
 130  44   79.00   -3.00        1.0305
 131  44   81.00   -3.00        1.0099
 132  44   83.00   -3.00        0.9874
 133  44   85.00   -3.00        0.9734
 134  44   87.00   -3.00        0.9706
 135  44   89.00   -3.00        0.9713
 136  44   91.00   -3.00        0.9645
 137  44   93.00   -3.00        0.9507
 138  44   95.00   -3.00        0.9307
 139  44   97.00   -3.00        0.9019
 140  44   99.00   -3.00        0.9055
 141  44  101.00   -3.00        1.0556
 142  44  103.00   -3.00        1.2644
 143  44  105.00   -3.00        1.1776
 144  44  107.00   -3.00        0.8368
 145  44  109.00   -3.00        0.8335
 146  44  111.00   -3.00        0.9676
 147  44  113.00   -3.00        0.8705
 148  44  115.00   -3.00        0.8213
 149  44  117.00   -3.00        0.8183
 150  44  119.00   -3.00        0.7571
 151  44  121.00   -3.00        0.6513
 152  44  123.00   -3.00        0.6683
 153  44  125.00   -3.00        0.7574
 154  44  127.00   -3.00        0.7323
 155  44  129.00   -3.00        0.8077
 156  44  131.00   -3.00        0.7494
 157  44  133.00   -3.00        0.7453
 158  44  135.00   -3.00        0.7692
 159  44  137.00   -3.00        0.8136
 160  44  139.00   -3.00        0.8771
 161  44  141.00   -3.00        0.9144
 162  44  143.00   -3.00        0.9522
 163  44  145.00   -3.00        0.9889
 164  44  147.00   -3.00        1.0008
 165  44  149.00   -3.00        1.0120
 166  44  151.00   -3.00        0.9729
 167  44  153.00   -3.00        0.9684
 168  44  155.00   -3.00        0.9792
 169  44  157.00   -3.00        0.9575
 170  44  159.00   -3.00        0.9423
 171  44  161.00   -3.00        0.9343
 172  44  163.00   -3.00        0.9428
 173  44  165.00   -3.00        0.9576
 174  44  167.00   -3.00        0.9470
 175  44  169.00   -3.00        0.9150
 176  44  171.00   -3.00        0.9046
 177  44  173.00   -3.00        0.9063
 178  44  175.00   -3.00        0.9174
 179  44  177.00   -3.00        0.9590
 180  44  179.00   -3.00        0.8496
   1  45 -179.00   -1.00        0.7132
   2  45 -177.00   -1.00        0.6400
   3  45 -175.00   -1.00        0.5845
   4  45 -173.00   -1.00        0.5381
   5  45 -171.00   -1.00        0.4912
   6  45 -169.00   -1.00        0.4394
   7  45 -167.00   -1.00        0.3823
   8  45 -165.00   -1.00        0.3226
   9  45 -163.00   -1.00        0.2707
  10  45 -161.00   -1.00        0.2268
  11  45 -159.00   -1.00        0.2041
  12  45 -157.00   -1.00        0.1960
  13  45 -155.00   -1.00        0.1934
  14  45 -153.00   -1.00        0.1854
  15  45 -151.00   -1.00        0.1732
  16  45 -149.00   -1.00        0.1654
  17  45 -147.00   -1.00        0.1668
  18  45 -145.00   -1.00        0.1737
  19  45 -143.00   -1.00        0.1951
  20  45 -141.00   -1.00        0.2273
  21  45 -139.00   -1.00        0.2708
  22  45 -137.00   -1.00        0.3144
  23  45 -135.00   -1.00        0.3479
  24  45 -133.00   -1.00        0.3680
  25  45 -131.00   -1.00        0.3828
  26  45 -129.00   -1.00        0.4076
  27  45 -127.00   -1.00        0.4433
  28  45 -125.00   -1.00        0.4896
  29  45 -123.00   -1.00        0.5303
  30  45 -121.00   -1.00        0.5750
  31  45 -119.00   -1.00        0.6223
  32  45 -117.00   -1.00        0.6731
  33  45 -115.00   -1.00        0.7210
  34  45 -113.00   -1.00        0.7542
  35  45 -111.00   -1.00        0.7648
  36  45 -109.00   -1.00        0.7600
  37  45 -107.00   -1.00        0.7603
  38  45 -105.00   -1.00        0.7638
  39  45 -103.00   -1.00        0.7649
  40  45 -101.00   -1.00        0.7689
  41  45  -99.00   -1.00        0.7748
  42  45  -97.00   -1.00        0.7811
  43  45  -95.00   -1.00        0.7881
  44  45  -93.00   -1.00        0.7971
  45  45  -91.00   -1.00        0.8150
  46  45  -89.00   -1.00        1.4970
  47  45  -87.00   -1.00        0.9400
  48  45  -85.00   -1.00        0.8308
  49  45  -83.00   -1.00        0.7793
  50  45  -81.00   -1.00        0.8335
  51  45  -79.00   -1.00        0.9020
  52  45  -77.00   -1.00        0.8816
  53  45  -75.00   -1.00        0.8706
  54  45  -73.00   -1.00        0.8492
  55  45  -71.00   -1.00        0.8211
  56  45  -69.00   -1.00        0.8151
  57  45  -67.00   -1.00        0.8299
  58  45  -65.00   -1.00        0.8943
  59  45  -63.00   -1.00        1.0138
  60  45  -61.00   -1.00        1.1705
  61  45  -59.00   -1.00        1.3270
  62  45  -57.00   -1.00        1.4446
  63  45  -55.00   -1.00        1.5308
  64  45  -53.00   -1.00        1.6161
  65  45  -51.00   -1.00        1.6578
  66  45  -49.00   -1.00        1.6515
  67  45  -47.00   -1.00        1.5979
  68  45  -45.00   -1.00        1.0285
  69  45  -43.00   -1.00        0.5070
  70  45  -41.00   -1.00        0.5496
  71  45  -39.00   -1.00        0.5902
  72  45  -37.00   -1.00        0.6139
  73  45  -35.00   -1.00        0.6277
  74  45  -33.00   -1.00        0.6455
  75  45  -31.00   -1.00        0.6658
  76  45  -29.00   -1.00        0.6854
  77  45  -27.00   -1.00        0.7044
  78  45  -25.00   -1.00        0.7222
  79  45  -23.00   -1.00        0.7354
  80  45  -21.00   -1.00        0.7388
  81  45  -19.00   -1.00        0.7365
  82  45  -17.00   -1.00        0.7405
  83  45  -15.00   -1.00        0.7646
  84  45  -13.00   -1.00        0.8081
  85  45  -11.00   -1.00        0.8666
  86  45   -9.00   -1.00        0.9165
  87  45   -7.00   -1.00        0.9446
  88  45   -5.00   -1.00        0.9538
  89  45   -3.00   -1.00        0.9546
  90  45   -1.00   -1.00        0.9560
  91  45    1.00   -1.00        0.9706
  92  45    3.00   -1.00        0.9865
  93  45    5.00   -1.00        0.9991
  94  45    7.00   -1.00        1.0062
  95  45    9.00   -1.00        1.0134
  96  45   11.00   -1.00        1.0237
  97  45   13.00   -1.00        1.0337
  98  45   15.00   -1.00        1.0373
  99  45   17.00   -1.00        1.0325
 100  45   19.00   -1.00        1.0202
 101  45   21.00   -1.00        1.0394
 102  45   23.00   -1.00        1.0148
 103  45   25.00   -1.00        0.9312
 104  45   27.00   -1.00        0.8808
 105  45   29.00   -1.00        0.8796
 106  45   31.00   -1.00        0.8888
 107  45   33.00   -1.00        0.8938
 108  45   35.00   -1.00        0.8933
 109  45   37.00   -1.00        0.9107
 110  45   39.00   -1.00        0.9254
 111  45   41.00   -1.00        0.9352
 112  45   43.00   -1.00        0.7422
 113  45   45.00   -1.00        0.6325
 114  45   47.00   -1.00        0.6531
 115  45   49.00   -1.00        0.6865
 116  45   51.00   -1.00        0.7299
 117  45   53.00   -1.00        0.7811
 118  45   55.00   -1.00        0.8416
 119  45   57.00   -1.00        0.9003
 120  45   59.00   -1.00        0.9573
 121  45   61.00   -1.00        1.0018
 122  45   63.00   -1.00        1.0259
 123  45   65.00   -1.00        1.0327
 124  45   67.00   -1.00        1.0322
 125  45   69.00   -1.00        1.0309
 126  45   71.00   -1.00        1.0274
 127  45   73.00   -1.00        1.0239
 128  45   75.00   -1.00        1.0260
 129  45   77.00   -1.00        1.0259
 130  45   79.00   -1.00        1.0173
 131  45   81.00   -1.00        0.9997
 132  45   83.00   -1.00        0.9813
 133  45   85.00   -1.00        0.9728
 134  45   87.00   -1.00        0.9785
 135  45   89.00   -1.00        0.9890
 136  45   91.00   -1.00        0.9916
 137  45   93.00   -1.00        0.9849
 138  45   95.00   -1.00        0.9700
 139  45   97.00   -1.00        0.9415
 140  45   99.00   -1.00        1.1588
 141  45  101.00   -1.00        1.3790
 142  45  103.00   -1.00        1.3485
 143  45  105.00   -1.00        1.2537
 144  45  107.00   -1.00        0.8319
 145  45  109.00   -1.00        0.8309
 146  45  111.00   -1.00        1.0035
 147  45  113.00   -1.00        0.9511
 148  45  115.00   -1.00        0.8714
 149  45  117.00   -1.00        0.8324
 150  45  119.00   -1.00        0.7910
 151  45  121.00   -1.00        0.7298
 152  45  123.00   -1.00        0.7257
 153  45  125.00   -1.00        0.7617
 154  45  127.00   -1.00        0.7475
 155  45  129.00   -1.00        0.7525
 156  45  131.00   -1.00        0.7801
 157  45  133.00   -1.00        0.7845
 158  45  135.00   -1.00        0.7995
 159  45  137.00   -1.00        0.8606
 160  45  139.00   -1.00        0.9383
 161  45  141.00   -1.00        0.9554
 162  45  143.00   -1.00        0.9640
 163  45  145.00   -1.00        0.9777
 164  45  147.00   -1.00        0.9915
 165  45  149.00   -1.00        0.9983
 166  45  151.00   -1.00        0.9913
 167  45  153.00   -1.00        0.9663
 168  45  155.00   -1.00        0.9334
 169  45  157.00   -1.00        0.9061
 170  45  159.00   -1.00        0.8873
 171  45  161.00   -1.00        0.8736
 172  45  163.00   -1.00        0.8784
 173  45  165.00   -1.00        0.8837
 174  45  167.00   -1.00        0.8585
 175  45  169.00   -1.00        0.7328
 176  45  171.00   -1.00        0.7416
 177  45  173.00   -1.00        0.8231
 178  45  175.00   -1.00        0.8262
 179  45  177.00   -1.00        0.8184
 180  45  179.00   -1.00        0.7861
   1  46 -179.00    1.00        0.6397
   2  46 -177.00    1.00        0.5757
   3  46 -175.00    1.00        0.5206
   4  46 -173.00    1.00        0.4718
   5  46 -171.00    1.00        0.4233
   6  46 -169.00    1.00        0.3716
   7  46 -167.00    1.00        0.3147
   8  46 -165.00    1.00        0.2516
   9  46 -163.00    1.00        0.1919
  10  46 -161.00    1.00        0.1374
  11  46 -159.00    1.00        0.1070
  12  46 -157.00    1.00        0.0932
  13  46 -155.00    1.00        0.0863
  14  46 -153.00    1.00        0.0758
  15  46 -151.00    1.00        0.0620
  16  46 -149.00    1.00        0.0523
  17  46 -147.00    1.00        0.0510
  18  46 -145.00    1.00        0.0545
  19  46 -143.00    1.00        0.0674
  20  46 -141.00    1.00        0.0865
  21  46 -139.00    1.00        0.1218
  22  46 -137.00    1.00        0.1627
  23  46 -135.00    1.00        0.1964
  24  46 -133.00    1.00        0.2201
  25  46 -131.00    1.00        0.2428
  26  46 -129.00    1.00        0.2775
  27  46 -127.00    1.00        0.3258
  28  46 -125.00    1.00        0.3861
  29  46 -123.00    1.00        0.4331
  30  46 -121.00    1.00        0.4809
  31  46 -119.00    1.00        0.5331
  32  46 -117.00    1.00        0.5932
  33  46 -115.00    1.00        0.6486
  34  46 -113.00    1.00        0.6830
  35  46 -111.00    1.00        0.6941
  36  46 -109.00    1.00        0.6924
  37  46 -107.00    1.00        0.7049
  38  46 -105.00    1.00        0.7224
  39  46 -103.00    1.00        0.7293
  40  46 -101.00    1.00        0.7362
  41  46  -99.00    1.00        0.7497
  42  46  -97.00    1.00        0.7686
  43  46  -95.00    1.00        0.7874
  44  46  -93.00    1.00        0.8024
  45  46  -91.00    1.00        0.8197
  46  46  -89.00    1.00        0.8363
  47  46  -87.00    1.00        0.8207
  48  46  -85.00    1.00        0.7688
  49  46  -83.00    1.00        0.6997
  50  46  -81.00    1.00        0.6411
  51  46  -79.00    1.00        0.7385
  52  46  -77.00    1.00        0.9394
  53  46  -75.00    1.00        0.9159
  54  46  -73.00    1.00        0.8908
  55  46  -71.00    1.00        0.8558
  56  46  -69.00    1.00        0.8476
  57  46  -67.00    1.00        0.8629
  58  46  -65.00    1.00        0.9159
  59  46  -63.00    1.00        1.0371
  60  46  -61.00    1.00        1.2080
  61  46  -59.00    1.00        1.3799
  62  46  -57.00    1.00        1.5151
  63  46  -55.00    1.00        1.5880
  64  46  -53.00    1.00        1.6382
  65  46  -51.00    1.00        1.6755
  66  46  -49.00    1.00        0.7398
  67  46  -47.00    1.00        0.4340
  68  46  -45.00    1.00        0.4656
  69  46  -43.00    1.00        0.5162
  70  46  -41.00    1.00        0.5703
  71  46  -39.00    1.00        0.6186
  72  46  -37.00    1.00        0.6522
  73  46  -35.00    1.00        0.6758
  74  46  -33.00    1.00        0.6946
  75  46  -31.00    1.00        0.7172
  76  46  -29.00    1.00        0.7423
  77  46  -27.00    1.00        0.7701
  78  46  -25.00    1.00        0.7979
  79  46  -23.00    1.00        0.8227
  80  46  -21.00    1.00        0.8428
  81  46  -19.00    1.00        0.8518
  82  46  -17.00    1.00        0.8484
  83  46  -15.00    1.00        0.8551
  84  46  -13.00    1.00        0.8773
  85  46  -11.00    1.00        0.9082
  86  46   -9.00    1.00        0.9329
  87  46   -7.00    1.00        0.9471
  88  46   -5.00    1.00        0.9530
  89  46   -3.00    1.00        0.9494
  90  46   -1.00    1.00        0.9362
  91  46    1.00    1.00        0.9266
  92  46    3.00    1.00        0.9199
  93  46    5.00    1.00        0.9111
  94  46    7.00    1.00        1.0593
  95  46    9.00    1.00        1.1101
  96  46   11.00    1.00        1.0633
  97  46   13.00    1.00        1.0503
  98  46   15.00    1.00        1.0461
  99  46   17.00    1.00        1.0371
 100  46   19.00    1.00        1.0213
 101  46   21.00    1.00        1.0299
 102  46   23.00    1.00        1.0240
 103  46   25.00    1.00        0.9621
 104  46   27.00    1.00        0.9253
 105  46   29.00    1.00        0.9252
 106  46   31.00    1.00        0.9282
 107  46   33.00    1.00        0.9315
 108  46   35.00    1.00        0.9306
 109  46   37.00    1.00        0.9322
 110  46   39.00    1.00        0.9324
 111  46   41.00    1.00        0.9405
 112  46   43.00    1.00        0.9514
 113  46   45.00    1.00        0.7967
 114  46   47.00    1.00        0.6491
 115  46   49.00    1.00        0.6807
 116  46   51.00    1.00        0.7214
 117  46   53.00    1.00        0.7694
 118  46   55.00    1.00        0.8250
 119  46   57.00    1.00        0.8793
 120  46   59.00    1.00        0.9312
 121  46   61.00    1.00        0.9707
 122  46   63.00    1.00        0.9899
 123  46   65.00    1.00        0.9910
 124  46   67.00    1.00        0.9862
 125  46   69.00    1.00        0.9872
 126  46   71.00    1.00        0.9839
 127  46   73.00    1.00        0.9768
 128  46   75.00    1.00        0.9754
 129  46   77.00    1.00        0.9744
 130  46   79.00    1.00        0.9698
 131  46   81.00    1.00        0.9604
 132  46   83.00    1.00        0.9526
 133  46   85.00    1.00        0.9551
 134  46   87.00    1.00        0.9704
 135  46   89.00    1.00        0.9882
 136  46   91.00    1.00        0.9970
 137  46   93.00    1.00        0.9979
 138  46   95.00    1.00        0.9928
 139  46   97.00    1.00        1.2249
 140  46   99.00    1.00        1.3701
 141  46  101.00    1.00        1.1645
 142  46  103.00    1.00        0.9482
 143  46  105.00    1.00        1.2804
 144  46  107.00    1.00        0.7867
 145  46  109.00    1.00        1.1877
 146  46  111.00    1.00        1.0710
 147  46  113.00    1.00        0.9679
 148  46  115.00    1.00        0.8973
 149  46  117.00    1.00        0.8565
 150  46  119.00    1.00        0.8401
 151  46  121.00    1.00        0.8425
 152  46  123.00    1.00        0.8541
 153  46  125.00    1.00        0.8598
 154  46  127.00    1.00        0.8708
 155  46  129.00    1.00        0.7971
 156  46  131.00    1.00        0.8143
 157  46  133.00    1.00        0.8493
 158  46  135.00    1.00        0.8798
 159  46  137.00    1.00        0.9014
 160  46  139.00    1.00        0.9146
 161  46  141.00    1.00        0.9221
 162  46  143.00    1.00        0.9277
 163  46  145.00    1.00        0.9356
 164  46  147.00    1.00        0.9413
 165  46  149.00    1.00        0.9413
 166  46  151.00    1.00        0.9332
 167  46  153.00    1.00        0.9156
 168  46  155.00    1.00        0.8956
 169  46  157.00    1.00        0.8788
 170  46  159.00    1.00        0.8603
 171  46  161.00    1.00        0.8402
 172  46  163.00    1.00        0.8348
 173  46  165.00    1.00        0.8189
 174  46  167.00    1.00        0.7817
 175  46  169.00    1.00        0.7570
 176  46  171.00    1.00        0.7191
 177  46  173.00    1.00        0.7139
 178  46  175.00    1.00        0.7531
 179  46  177.00    1.00        0.7416
 180  46  179.00    1.00        0.7075
   1  47 -179.00    3.00        0.5886
   2  47 -177.00    3.00        0.5339
   3  47 -175.00    3.00        0.4812
   4  47 -173.00    3.00        0.4329
   5  47 -171.00    3.00        0.3840
   6  47 -169.00    3.00        0.3325
   7  47 -167.00    3.00        0.2783
   8  47 -165.00    3.00        0.2219
   9  47 -163.00    3.00        0.1705
  10  47 -161.00    3.00        0.1232
  11  47 -159.00    3.00        0.0961
  12  47 -157.00    3.00        0.0838
  13  47 -155.00    3.00        0.0797
  14  47 -153.00    3.00        0.0723
  15  47 -151.00    3.00        0.0601
  16  47 -149.00    3.00        0.0497
  17  47 -147.00    3.00        0.0469
  18  47 -145.00    3.00        0.0484
  19  47 -143.00    3.00        0.0515
  20  47 -141.00    3.00        0.0568
  21  47 -139.00    3.00        0.0686
  22  47 -137.00    3.00        0.0868
  23  47 -135.00    3.00        0.1049
  24  47 -133.00    3.00        0.1215
  25  47 -131.00    3.00        0.1420
  26  47 -129.00    3.00        0.1745
  27  47 -127.00    3.00        0.2197
  28  47 -125.00    3.00        0.2844
  29  47 -123.00    3.00        0.3380
  30  47 -121.00    3.00        0.3927
  31  47 -119.00    3.00        0.4516
  32  47 -117.00    3.00        0.5187
  33  47 -115.00    3.00        0.5807
  34  47 -113.00    3.00        0.6207
  35  47 -111.00    3.00        0.6372
  36  47 -109.00    3.00        0.6410
  37  47 -107.00    3.00        0.6581
  38  47 -105.00    3.00        0.6802
  39  47 -103.00    3.00        0.6889
  40  47 -101.00    3.00        0.6956
  41  47  -99.00    3.00        0.7117
  42  47  -97.00    3.00        0.7356
  43  47  -95.00    3.00        0.7568
  44  47  -93.00    3.00        0.7663
  45  47  -91.00    3.00        0.7650
  46  47  -89.00    3.00        0.7459
  47  47  -87.00    3.00        0.7044
  48  47  -85.00    3.00        0.6487
  49  47  -83.00    3.00        0.5981
  50  47  -81.00    3.00        0.5615
  51  47  -79.00    3.00        0.5530
  52  47  -77.00    3.00        0.6555
  53  47  -75.00    3.00        0.9183
  54  47  -73.00    3.00        0.8770
  55  47  -71.00    3.00        0.8433
  56  47  -69.00    3.00        0.8320
  57  47  -67.00    3.00        0.8421
  58  47  -65.00    3.00        0.8924
  59  47  -63.00    3.00        1.0063
  60  47  -61.00    3.00        1.1654
  61  47  -59.00    3.00        1.3379
  62  47  -57.00    3.00        1.5059
  63  47  -55.00    3.00        1.6187
  64  47  -53.00    3.00        1.6709
  65  47  -51.00    3.00        1.7216
  66  47  -49.00    3.00        0.7692
  67  47  -47.00    3.00        0.4536
  68  47  -45.00    3.00        0.4820
  69  47  -43.00    3.00        0.5323
  70  47  -41.00    3.00        0.5884
  71  47  -39.00    3.00        0.6402
  72  47  -37.00    3.00        0.6824
  73  47  -35.00    3.00        0.7155
  74  47  -33.00    3.00        0.7369
  75  47  -31.00    3.00        0.7621
  76  47  -29.00    3.00        0.7893
  77  47  -27.00    3.00        0.8211
  78  47  -25.00    3.00        0.8543
  79  47  -23.00    3.00        0.8828
  80  47  -21.00    3.00        0.9041
  81  47  -19.00    3.00        0.9218
  82  47  -17.00    3.00        0.9255
  83  47  -15.00    3.00        0.9129
  84  47  -13.00    3.00        0.9043
  85  47  -11.00    3.00        0.9027
  86  47   -9.00    3.00        0.9084
  87  47   -7.00    3.00        0.9189
  88  47   -5.00    3.00        0.9283
  89  47   -3.00    3.00        0.9254
  90  47   -1.00    3.00        0.8931
  91  47    1.00    3.00        0.8538
  92  47    3.00    3.00        0.8247
  93  47    5.00    3.00        0.8020
  94  47    7.00    3.00        0.8193
  95  47    9.00    3.00        1.0008
  96  47   11.00    3.00        1.1432
  97  47   13.00    3.00        1.0962
  98  47   15.00    3.00        1.0769
  99  47   17.00    3.00        1.0570
 100  47   19.00    3.00        1.0418
 101  47   21.00    3.00        1.0348
 102  47   23.00    3.00        1.0592
 103  47   25.00    3.00        1.0473
 104  47   27.00    3.00        1.0258
 105  47   29.00    3.00        1.0037
 106  47   31.00    3.00        0.9803
 107  47   33.00    3.00        0.9741
 108  47   35.00    3.00        0.9700
 109  47   37.00    3.00        0.9661
 110  47   39.00    3.00        0.9659
 111  47   41.00    3.00        0.9666
 112  47   43.00    3.00        0.9720
 113  47   45.00    3.00        0.9623
 114  47   47.00    3.00        0.8381
 115  47   49.00    3.00        0.6612
 116  47   51.00    3.00        0.6936
 117  47   53.00    3.00        0.7335
 118  47   55.00    3.00        0.7776
 119  47   57.00    3.00        0.8182
 120  47   59.00    3.00        0.8609
 121  47   61.00    3.00        0.8962
 122  47   63.00    3.00        0.9183
 123  47   65.00    3.00        0.9265
 124  47   67.00    3.00        0.9278
 125  47   69.00    3.00        0.9318
 126  47   71.00    3.00        0.9298
 127  47   73.00    3.00        1.0203
 128  47   75.00    3.00        0.9299
 129  47   77.00    3.00        0.9190
 130  47   79.00    3.00        0.9189
 131  47   81.00    3.00        0.9160
 132  47   83.00    3.00        0.9161
 133  47   85.00    3.00        0.9258
 134  47   87.00    3.00        0.9449
 135  47   89.00    3.00        0.9646
 136  47   91.00    3.00        0.9767
 137  47   93.00    3.00        0.9812
 138  47   95.00    3.00        0.9802
 139  47   97.00    3.00        1.1987
 140  47   99.00    3.00        1.1328
 141  47  101.00    3.00        1.0580
 142  47  103.00    3.00        1.1519
 143  47  105.00    3.00        0.8090
 144  47  107.00    3.00        0.7250
 145  47  109.00    3.00        0.7755
 146  47  111.00    3.00        0.7664
 147  47  113.00    3.00        0.9204
 148  47  115.00    3.00        0.9357
 149  47  117.00    3.00        0.9095
 150  47  119.00    3.00        0.8686
 151  47  121.00    3.00        0.8078
 152  47  123.00    3.00        0.8287
 153  47  125.00    3.00        0.9719
 154  47  127.00    3.00        0.8034
 155  47  129.00    3.00        0.8076
 156  47  131.00    3.00        0.8358
 157  47  133.00    3.00        0.8639
 158  47  135.00    3.00        0.8848
 159  47  137.00    3.00        0.8971
 160  47  139.00    3.00        0.9002
 161  47  141.00    3.00        0.8944
 162  47  143.00    3.00        0.8877
 163  47  145.00    3.00        0.8858
 164  47  147.00    3.00        0.8832
 165  47  149.00    3.00        0.8824
 166  47  151.00    3.00        0.8838
 167  47  153.00    3.00        0.8769
 168  47  155.00    3.00        0.8662
 169  47  157.00    3.00        0.8565
 170  47  159.00    3.00        0.8390
 171  47  161.00    3.00        0.8196
 172  47  163.00    3.00        0.8033
 173  47  165.00    3.00        0.7668
 174  47  167.00    3.00        0.7322
 175  47  169.00    3.00        0.7126
 176  47  171.00    3.00        0.6975
 177  47  173.00    3.00        0.6915
 178  47  175.00    3.00        0.6902
 179  47  177.00    3.00        0.6663
 180  47  179.00    3.00        0.6348
   1  48 -179.00    5.00        0.5197
   2  48 -177.00    5.00        0.4760
   3  48 -175.00    5.00        0.4308
   4  48 -173.00    5.00        0.3862
   5  48 -171.00    5.00        0.3409
   6  48 -169.00    5.00        0.2962
   7  48 -167.00    5.00        0.2525
   8  48 -165.00    5.00        0.2088
   9  48 -163.00    5.00        0.1734
  10  48 -161.00    5.00        0.1447
  11  48 -159.00    5.00        0.1283
  12  48 -157.00    5.00        0.1194
  13  48 -155.00    5.00        0.1169
  14  48 -153.00    5.00        0.1147
  15  48 -151.00    5.00        0.1099
  16  48 -149.00    5.00        0.1061
  17  48 -147.00    5.00        0.1097
  18  48 -145.00    5.00        0.1166
  19  48 -143.00    5.00        0.1147
  20  48 -141.00    5.00        0.1050
  21  48 -139.00    5.00        0.0981
  22  48 -137.00    5.00        0.0985
  23  48 -135.00    5.00        0.1034
  24  48 -133.00    5.00        0.1116
  25  48 -131.00    5.00        0.1240
  26  48 -129.00    5.00        0.1408
  27  48 -127.00    5.00        0.1628
  28  48 -125.00    5.00        0.2010
  29  48 -123.00    5.00        0.2498
  30  48 -121.00    5.00        0.3081
  31  48 -119.00    5.00        0.3684
  32  48 -117.00    5.00        0.4373
  33  48 -115.00    5.00        0.5046
  34  48 -113.00    5.00        0.5532
  35  48 -111.00    5.00        0.5805
  36  48 -109.00    5.00        0.5980
  37  48 -107.00    5.00        0.6233
  38  48 -105.00    5.00        0.6442
  39  48 -103.00    5.00        0.6530
  40  48 -101.00    5.00        0.6590
  41  48  -99.00    5.00        0.6702
  42  48  -97.00    5.00        0.6854
  43  48  -95.00    5.00        0.6952
  44  48  -93.00    5.00        0.6888
  45  48  -91.00    5.00        0.6646
  46  48  -89.00    5.00        0.6166
  47  48  -87.00    5.00        0.5614
  48  48  -85.00    5.00        0.5158
  49  48  -83.00    5.00        0.4934
  50  48  -81.00    5.00        0.4922
  51  48  -79.00    5.00        0.4956
  52  48  -77.00    5.00        0.5951
  53  48  -75.00    5.00        0.8930
  54  48  -73.00    5.00        0.8502
  55  48  -71.00    5.00        0.8213
  56  48  -69.00    5.00        0.8162
  57  48  -67.00    5.00        0.8216
  58  48  -65.00    5.00        0.8660
  59  48  -63.00    5.00        0.9662
  60  48  -61.00    5.00        1.1109
  61  48  -59.00    5.00        1.2788
  62  48  -57.00    5.00        1.4543
  63  48  -55.00    5.00        1.6034
  64  48  -53.00    5.00        1.6942
  65  48  -51.00    5.00        0.9786
  66  48  -49.00    5.00        0.5853
  67  48  -47.00    5.00        0.4876
  68  48  -45.00    5.00        0.5071
  69  48  -43.00    5.00        0.5488
  70  48  -41.00    5.00        0.5994
  71  48  -39.00    5.00        0.6484
  72  48  -37.00    5.00        0.6957
  73  48  -35.00    5.00        0.7399
  74  48  -33.00    5.00        0.7703
  75  48  -31.00    5.00        0.8018
  76  48  -29.00    5.00        0.8295
  77  48  -27.00    5.00        0.8587
  78  48  -25.00    5.00        0.8911
  79  48  -23.00    5.00        0.9217
  80  48  -21.00    5.00        0.9439
  81  48  -19.00    5.00        0.9607
  82  48  -17.00    5.00        0.9727
  83  48  -15.00    5.00        0.9560
  84  48  -13.00    5.00        0.9238
  85  48  -11.00    5.00        1.1021
  86  48   -9.00    5.00        1.2177
  87  48   -7.00    5.00        1.2314
  88  48   -5.00    5.00        1.2576
  89  48   -3.00    5.00        1.2258
  90  48   -1.00    5.00        0.8358
  91  48    1.00    5.00        1.3212
  92  48    3.00    5.00        0.8134
  93  48    5.00    5.00        1.1665
  94  48    7.00    5.00        1.2801
  95  48    9.00    5.00        1.2825
  96  48   11.00    5.00        1.2630
  97  48   13.00    5.00        1.1862
  98  48   15.00    5.00        1.1447
  99  48   17.00    5.00        1.1079
 100  48   19.00    5.00        1.0908
 101  48   21.00    5.00        1.0718
 102  48   23.00    5.00        1.0882
 103  48   25.00    5.00        1.1099
 104  48   27.00    5.00        1.1108
 105  48   29.00    5.00        1.0877
 106  48   31.00    5.00        1.0541
 107  48   33.00    5.00        1.0263
 108  48   35.00    5.00        1.0148
 109  48   37.00    5.00        1.0092
 110  48   39.00    5.00        1.0068
 111  48   41.00    5.00        1.0025
 112  48   43.00    5.00        1.0031
 113  48   45.00    5.00        1.0153
 114  48   47.00    5.00        0.9811
 115  48   49.00    5.00        0.8433
 116  48   51.00    5.00        0.6601
 117  48   53.00    5.00        0.6902
 118  48   55.00    5.00        0.7221
 119  48   57.00    5.00        0.7500
 120  48   59.00    5.00        0.7820
 121  48   61.00    5.00        0.8121
 122  48   63.00    5.00        0.8371
 123  48   65.00    5.00        0.8529
 124  48   67.00    5.00        0.8611
 125  48   69.00    5.00        0.8693
 126  48   71.00    5.00        0.8679
 127  48   73.00    5.00        0.8941
 128  48   75.00    5.00        0.8637
 129  48   77.00    5.00        0.8633
 130  48   79.00    5.00        0.9312
 131  48   81.00    5.00        0.9200
 132  48   83.00    5.00        0.8729
 133  48   85.00    5.00        0.8854
 134  48   87.00    5.00        0.9048
 135  48   89.00    5.00        0.9246
 136  48   91.00    5.00        0.9371
 137  48   93.00    5.00        0.9401
 138  48   95.00    5.00        1.1148
 139  48   97.00    5.00        1.0657
 140  48   99.00    5.00        1.0720
 141  48  101.00    5.00        1.1967
 142  48  103.00    5.00        1.1347
 143  48  105.00    5.00        0.6759
 144  48  107.00    5.00        0.6607
 145  48  109.00    5.00        0.6642
 146  48  111.00    5.00        0.6862
 147  48  113.00    5.00        0.7676
 148  48  115.00    5.00        0.9001
